annee;code_reg;nom_reg;filiere_raw;prod_gwh;filiere;prod_mwh;categorie
2016;24;Centre-Val de Loire;Production bioénergies (GWh);432.0;Bioénergies;432000.0;Renouvelable
2022;24;Centre-Val de Loire;Production bioénergies (GWh);507.0;Bioénergies;507000.0;Renouvelable
2014;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);165.0;Bioénergies;165000.0;Renouvelable
2015;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);177.0;Bioénergies;177000.0;Renouvelable
2019;28;Normandie;Production bioénergies (GWh);457.0;Bioénergies;457000.0;Renouvelable
2022;28;Normandie;Production bioénergies (GWh);739.0;Bioénergies;739000.0;Renouvelable
2014;32;Hauts-de-France;Production bioénergies (GWh);771.0;Bioénergies;771000.0;Renouvelable
2016;32;Hauts-de-France;Production bioénergies (GWh);932.0;Bioénergies;932000.0;Renouvelable
2017;32;Hauts-de-France;Production bioénergies (GWh);989.0;Bioénergies;989000.0;Renouvelable
2019;32;Hauts-de-France;Production bioénergies (GWh);1071.0;Bioénergies;1071000.0;Renouvelable
2024;32;Hauts-de-France;Production bioénergies (GWh);941.0;Bioénergies;941000.0;Renouvelable
2017;44;Grand Est;Production bioénergies (GWh);825.0;Bioénergies;825000.0;Renouvelable
2019;44;Grand Est;Production bioénergies (GWh);999.0;Bioénergies;999000.0;Renouvelable
2015;52;Pays de la Loire;Production bioénergies (GWh);342.0;Bioénergies;342000.0;Renouvelable
2020;52;Pays de la Loire;Production bioénergies (GWh);470.0;Bioénergies;470000.0;Renouvelable
2015;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1292.0;Bioénergies;1292000.0;Renouvelable
2019;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1574.0;Bioénergies;1574000.0;Renouvelable
2024;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1557.0;Bioénergies;1557000.0;Renouvelable
2014;76;Occitanie;Production bioénergies (GWh);673.0;Bioénergies;673000.0;Renouvelable
2015;76;Occitanie;Production bioénergies (GWh);706.0;Bioénergies;706000.0;Renouvelable
2016;76;Occitanie;Production bioénergies (GWh);762.0;Bioénergies;762000.0;Renouvelable
2018;76;Occitanie;Production bioénergies (GWh);720.0;Bioénergies;720000.0;Renouvelable
2022;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);1013.0;Bioénergies;1013000.0;Renouvelable
2024;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);1004.0;Bioénergies;1004000.0;Renouvelable
2014;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);563.0;Bioénergies;563000.0;Renouvelable
2019;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);853.0;Bioénergies;853000.0;Renouvelable
2014;94;Corse;Production bioénergies (GWh);11.0;Bioénergies;11000.0;Renouvelable
2015;94;Corse;Production bioénergies (GWh);10.0;Bioénergies;10000.0;Renouvelable
2024;94;Corse;Production bioénergies (GWh);2.0;Bioénergies;2000.0;Renouvelable
